Round,Clients,Latent Dim,Hidden Dim,Rounds,Epochs,Batch Size,Learning Rate,Gamma,Step,fraction-fit,Strategy,Recon Weight,Class Weight,KLD Weight,Beta VAE,Proximal Mu,Eta Adagrad,Eta Adam,Beta 1,Beta 2,Patience,Min Delta,Accuracy,F1 Score,Precision,Recall,Train Loss
45,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8548662298662298,0.853943174776508,0.896200075887576,0.8548662298662298,3.7263540426890054
46,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8818932568932568,0.8821196029529362,0.9203102249977251,0.8818932568932568,3.8404014905293784
47,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8382558695058696,0.8328155953155955,0.8797497781872782,0.8382558695058696,4.32964672644933
48,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.864506552006552,0.8623071713980806,0.915159376096876,0.864506552006552,3.6974022587140403
49,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.866059241059241,0.858210865407835,0.9138947185822186,0.866059241059241,4.644937217235565
50,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8742919055419055,0.8756548411851443,0.917594441031941,0.8742919055419055,3.89886466662089
51,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8638752388752389,0.8619651827985161,0.9007630804505804,0.8638752388752389,3.920025904973348
52,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8858005733005734,0.8850761131064161,0.9118138024388024,0.8858005733005734,3.8652889728546143
53,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8458572208572209,0.8421778441664806,0.891817548067548,0.8458572208572209,4.903175890445709
54,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8166461916461918,0.8143776079382139,0.8744166041041042,0.8166461916461918,4.2997971177101135
55,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8739762489762489,0.87436513999014,0.9196518759018759,0.8739762489762489,4.069018344084422
56,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8710159022659023,0.8717082069354797,0.9081645566020566,0.8710159022659023,3.5743855237960815
57,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8180538493038494,0.8068919443919443,0.8507434991809992,0.8180538493038494,4.329132278760274
58,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8652828965328965,0.8631794038044038,0.9006561756561756,0.8652828965328965,4.174389541149139
59,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.85486622986623,0.852787876651513,0.8950576997451997,0.85486622986623,4.310661772886912
60,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8548662298662298,0.8533703553589916,0.9057038369538369,0.8548662298662298,5.498747150103251
1,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,30,0.0,0.048636704886704886,0.004788117288117288,0.0025238326139546963,0.048636704886704886,7.0328333377838135
